Timestamp,TimeDelta,RtpTimeDelta,SizeDelta,RCState,NumDeltas,BWState,NoiseVar,RecvRate,RecvBWE,SSRC,LastT,Threshold,TimeOverUsing,RCRegion,RCAvgMax,RCVarMax
303097150,   39,   69.000000,    14, -, 859, 0,          -,      -,      -,         -,-12.258011, 12.500000, -1.000000, -,      -,       -
303097159,   63,   69.000000,  -331, -, 860, 0,          -,      -,      -,         -,-12.486795, 12.500000, -1.000000, -,      -,       -
303097220,    9,   34.000000,  -549, -, 861, 1,          -,      -,      -,         -,-16.025184, 12.500000, -1.000000, -,      -,       -
303097236,   61,   36.000000,   367, -, 862, 0,          -,      -,      -,         -,-11.856827, 12.500000, -1.000000, -,      -,       -
303097279,    -,           -,     -, 1,   -, -, 256.648752,  90160, 107191,1843363638,         -,         -,         -, 0, 134475,1.878609
303097283,   16,   34.000000,  -340, -, 863, 1,          -,      -,      -,         -,-14.546248, 12.500000, -1.000000, -,      -,       -
303097363,   48,   36.000000,   386, -, 864, 1,          -,      -,      -,         -,-13.147897, 12.500000, -1.000000, -,      -,       -
303097481,    -,           -,     -, 0,   -, -, 153.270264,  90064, 107191,1843363638,         -,         -,         -, 0, 134475,1.878609
303097602,  100,   68.000000,   633, -, 865, 0,          -,      -,      -,         -, -8.299265, 12.500000, -1.000000, -,      -,       -
303097619,  223,  104.000000,  -232, -, 866, 0,          -,      -,      -,         -, 16.857879, 12.500000, 52.000000, -,      -,       -
303097656,   12,   35.000000,  -173, -, 867, 0,          -,      -,      -,         -, 12.595690, 12.500000, 87.000000, -,      -,       -
303097699,    -,           -,     -, 1,   -, -, 155.218981, 103104, 108191,1843363638,         -,         -,         -, 0, 134475,1.878609
303097821,   41,  104.000000,   256, -, 868, 0,          -,      -,      -,         -, -0.856064, 12.500000, -1.000000, -,      -,       -
303097839,  161,   35.000000,   -91, -, 869, 0,          -,      -,      -,         -, 24.357763, 12.500000, 17.500000, -,      -,       -
303097896,   18,   69.000000,    22, -, 870, 0,          -,      -,      -,         -, 14.287619, 12.500000, 86.500000, -,      -,       -
303097908,    -,           -,     -, 1,   -, -, 161.010686, 111120, 109447,1843363638,         -,         -,         -, 0, 134475,1.878609
303097913,   60,  103.000000,   -89, -, 871, 0,          -,      -,      -,         -,  6.215693, 12.500000, -1.000000, -,      -,       -
303098021,   14,   35.000000,    29, -, 872, 0,          -,      -,      -,         -,  2.092706, 12.500000, -1.000000, -,      -,       -
303098039,  108,   69.000000,    -4, -, 873, 0,          -,      -,      -,         -,  9.498377, 12.500000, -1.000000, -,      -,       -
303098087,   18,   69.000000,   -74, -, 874, 0,          -,      -,      -,         -,  0.147754, 12.500000, -1.000000, -,      -,       -
303098115,    -,           -,     -, 1,   -, -, 165.758355, 108056, 110705,1843363638,         -,         -,         -, 0, 134475,1.878609
303098158,   52,  103.000000,    80, -, 875, 0,          -,      -,      -,         -, -9.421111, 12.500000, -1.000000, -,      -,       -
303098225,   67,   35.000000,   -64, -, 876, 0,          -,      -,      -,         -, -3.393179, 12.500000, -1.000000, -,      -,       -
303098297,   67,   69.000000,  -179, -, 877, 0,          -,      -,      -,         -, -3.284400, 12.500000, -1.000000, -,      -,       -
303098307,   72,   69.000000,   -37, -, 878, 0,          -,      -,      -,         -, -2.631935, 12.500000, -1.000000, -,      -,       -
303098318,    -,           -,     -, 1,   -, -, 168.024468, 109712, 111953,1843363638,         -,         -,         -, 0, 134475,1.878609
303098365,   11,   35.000000,  -484, -, 879, 0,          -,      -,      -,         -, -5.738613, 12.500000, -1.000000, -,      -,       -
303098397,   76,   35.000000,  1348, -, 880, 0,          -,      -,      -,         -, -1.755523, 12.500000, -1.000000, -,      -,       -
303098438,   13,   35.000000, -1401, -, 881, 0,          -,      -,      -,         -, -2.128361, 12.500000, -1.000000, -,      -,       -
303098512,   41,   35.000000,   670, -, 882, 0,          -,      -,      -,         -, -2.761005, 12.500000, -1.000000, -,      -,       -
303098520,    -,           -,     -, 1,   -, -, 167.708158, 118400, 113209,1843363638,         -,         -,         -, 0, 134475,1.878609
303098588,   74,   69.000000,  -187, -, 883, 0,          -,      -,      -,         -, -1.364923, 12.500000, -1.000000, -,      -,       -
303098616,   76,   69.000000,    42, -, 884, 0,          -,      -,      -,         -, -0.200583, 12.500000, -1.000000, -,      -,       -
303098725,    -,           -,     -, 1,   -, -, 167.265245, 102152, 114498,1843363638,         -,         -,         -, 0, 134475,1.878609
303098847,   28,   34.000000,  -469, -, 885, 0,          -,      -,      -,         -, -0.079424, 12.500000, -1.000000, -,      -,       -
303098860,  231,   36.000000,   827, -, 886, 0,          -,      -,      -,         -, 32.620558, 12.500000, 18.000000, -,      -,       -
303098879,   18,  103.000000,    70, -, 887, 0,          -,      -,      -,         -, 17.442940, 12.500000,121.000000, -,      -,       -
303098896,   17,   70.000000,    60, -, 888, 0,          -,      -,      -,         -,  8.106490, 12.500000, -1.000000, -,      -,       -
303098926,    -,           -,     -, 1,   -, -, 173.439165, 105368, 115776,1843363638,         -,         -,         -, 0, 134475,1.878609
303098959,   14,   36.000000,  -131, -, 889, 0,          -,      -,      -,         -,  4.622216, 12.500000, -1.000000, -,      -,       -
303098973,   63,   68.000000,    -6, -, 890, 0,          -,      -,      -,         -,  3.763840, 12.500000, -1.000000, -,      -,       -
303099023,   14,   35.000000,  -853, -, 891, 0,          -,      -,      -,         -,  2.240155, 12.500000, -1.000000, -,      -,       -
303099081,   50,   35.000000,   990, -, 892, 0,          -,      -,      -,         -,  2.378907, 12.500000, -1.000000, -,      -,       -
303099100,   58,   69.000000,  -199, -, 893, 0,          -,      -,      -,         -,  0.970218, 12.500000, -1.000000, -,      -,       -
303099128,    -,           -,     -, 1,   -, -, 172.605922, 110880, 117075,1843363638,         -,         -,         -, 0, 134475,1.878609
303099159,   19,   35.000000,  -724, -, 894, 0,          -,      -,      -,         -, -0.002820, 12.500000, -1.000000, -,      -,       -
303099179,   59,   35.000000,   859, -, 895, 0,          -,      -,      -,         -,  2.010841, 12.500000, -1.000000, -,      -,       -
303099230,   20,   35.000000,  -926, -, 896, 0,          -,      -,      -,         -,  1.704395, 12.500000, -1.000000, -,      -,       -
303099307,   51,   35.000000,   978, -, 897, 0,          -,      -,      -,         -,  2.044509, 12.500000, -1.000000, -,      -,       -
303099330,    -,           -,     -, 1,   -, -, 171.584953, 117880, 118388,1843363638,         -,         -,         -, 0, 134475,1.878609
303099365,   77,   69.000000,  -182, -, 898, 0,          -,      -,      -,         -,  3.861531, 12.500000, -1.000000, -,      -,       -
303099446,   93,   68.000000,   396, -, 899, 0,          -,      -,      -,         -,  7.167629, 12.500000, -1.000000, -,      -,       -
303099459,   47,   69.000000,  -622, -, 900, 0,          -,      -,      -,         -,  4.903151, 12.500000, -1.000000, -,      -,       -
303099517,   12,   34.000000,  -503, -, 901, 0,          -,      -,      -,         -,  2.357209, 12.500000, -1.000000, -,      -,       -
303099532,    -,           -,     -, 1,   -, -, 292.568664, 117984, 119716,1843363638,         -,         -,         -, 0, 134475,1.878609
303099586,   58,   36.000000,   579, -, 902, 0,          -,      -,      -,         -,  4.695617, 12.500000, -1.000000, -,      -,       -
303099672,   69,   68.000000,   -47, -, 903, 0,          -,      -,      -,         -,  4.968532, 12.500000, -1.000000, -,      -,       -
303099697,   87,   69.000000,  -140, -, 904, 0,          -,      -,      -,         -,  8.369632, 12.500000, -1.000000, -,      -,       -
303099741,    -,           -,     -, 1,   -, -, 291.877864, 123784, 121106,1843363638,         -,         -,         -, 0, 134475,1.878609
303099806,   24,   35.000000,  -399, -, 905, 0,          -,      -,      -,         -,  7.443822, 12.500000, -1.000000, -,      -,       -
303099815,  110,   35.000000,   425, -, 906, 0,          -,      -,      -,         -, 18.991645, 12.500000, 17.500000, -,      -,       -
303099882,   12,  103.000000,    52, -, 907, 0,          -,      -,      -,         -,  3.818992, 12.500000, -1.000000, -,      -,       -
303099944,    -,           -,     -, 1,   -, -, 300.925074, 108792, 122471,1843363638,         -,         -,         -, 0, 134475,1.878609
303099947,   67,   71.000000,   348, -, 908, 0,          -,      -,      -,         -,  2.326903, 12.500000, -1.000000, -,      -,       -
303100021,   62,   35.000000,   109, -, 909, 0,          -,      -,      -,         -,  6.497081, 12.500000, -1.000000, -,      -,       -
303100038,   74,   69.000000,  -206, -, 910, 0,          -,      -,      -,         -,  7.785337, 12.500000, -1.000000, -,      -,       -
303100089,   17,   35.000000,  -695, -, 911, 0,          -,      -,      -,         -,  6.445404, 12.500000, -1.000000, -,      -,       -
303100145,    -,           -,     -, 1,   -, -, 300.168897, 108408, 123838,1843363638,         -,         -,         -, 0, 134475,1.878609
303100159,   51,   35.000000,   827, -, 912, 0,          -,      -,      -,         -,  7.107967, 12.500000, -1.000000, -,      -,       -
303100232,   70,   69.000000,  -193, -, 913, 0,          -,      -,      -,         -,  7.707799, 12.500000, -1.000000, -,      -,       -
303100246,   72,   68.000000,    23, -, 914, 0,          -,      -,      -,         -,  8.290174, 12.500000, -1.000000, -,      -,       -
303100309,   14,   35.000000,  -760, -, 915, 0,          -,      -,      -,         -,  6.608399, 12.500000, -1.000000, -,      -,       -
303100321,   64,   36.000000,   922, -, 916, 0,          -,      -,      -,         -,  9.017355, 12.500000, -1.000000, -,      -,       -
303100348,    -,           -,     -, 1,   -, -, 297.813627, 106896, 125234,1843363638,         -,         -,         -, 0, 134475,1.878609
303100377,   11,   35.000000,  -922, -, 917, 0,          -,      -,      -,         -,  7.226638, 12.500000, -1.000000, -,      -,       -
303100440,  103,   35.000000,  2278, -, 918, 0,          -,      -,      -,         -, 12.952078, 12.500000, 17.500000, -,      -,       -
303100452,   17,   35.000000, -2294, -, 919, 0,          -,      -,      -,         -, 15.361571, 12.500000, 52.500000, -,      -,       -
303100514,   11,   36.000000,   765, -, 920, 0,          -,      -,      -,         -,  9.506708, 12.500000, -1.000000, -,      -,       -
303100551,    -,           -,     -, 1,   -, -, 301.259078, 116928, 126646,1843363638,         -,         -,         -, 0, 134475,1.878609
303100592,   62,   69.000000,     9, -, 921, 0,          -,      -,      -,         -,  8.330209, 12.500000, -1.000000, -,      -,       -
303100708,   79,   68.000000,  -167, -, 922, 0,          -,      -,      -,         -, 10.469784, 12.500000, -1.000000, -,      -,       -
303100754,    -,           -,     -, 1,   -, -, 300.480882, 116928, 128074,1843363638,         -,         -,         -, 0, 134475,1.878609
303100790,  116,   69.000000,    98, -, 923, 0,          -,      -,      -,         -, 17.705342, 12.500000, 34.500000, -,      -,       -
303100818,   81,   69.000000,  -107, -, 924, 2,          -,      -,      -,         -, 19.814005, 12.500000,  0.000000, -,      -,       -
303100818,    -,           -,     -, 2,   -, -, 303.609646, 119568, 101633,1843363638,         -,         -,         -, 0, 133730,1.859668
303100886,   32,  104.000000,   103, -, 925, 0,          -,      -,      -,         -,  8.076377, 12.500000, -1.000000, -,      -,       -
303100895,   64,   36.000000,   -96, -, 926, 0,          -,      -,      -,         -, 12.704544, 12.500000, 18.000000, -,      -,       -
303100955,    -,           -,     -, 1,   -, -, 304.624329, 108256, 102633,1843363638,         -,         -,         -, 0, 133730,1.859668
303100957,    9,   35.000000,  -588, -, 927, 0,          -,      -,      -,         -,  9.899092, 12.500000, -1.000000, -,      -,       -
303101020,   62,   36.000000,   752, -, 928, 0,          -,      -,      -,         -, 12.272660, 12.500000, -1.000000, -,      -,       -
303101103,   63,   69.000000,  -191, -, 929, 0,          -,      -,      -,         -, 11.726356, 12.500000, -1.000000, -,      -,       -
303101110,   83,   69.000000,   163, -, 930, 0,          -,      -,      -,         -, 13.536872, 12.500000, 34.500000, -,      -,       -
303101156,    -,           -,     -, 1,   -, -, 303.521196, 111224, 103779,1843363638,         -,         -,         -, 0, 133730,1.859668
303101163,    7,   35.000000,  -695, -, 931, 0,          -,      -,      -,         -, 10.663651, 12.500000, -1.000000, -,      -,       -
303101236,   54,   36.000000,   713, -, 932, 0,          -,      -,      -,         -, 11.857387, 12.500000, -1.000000, -,      -,       -
303101311,   73,   69.000000,   -13, -, 933, 0,          -,      -,      -,         -, 12.487022, 12.500000, -1.000000, -,      -,       -
303101321,   75,   69.000000,   -32, -, 934, 0,          -,      -,      -,         -, 13.474255, 12.500000, 34.500000, -,      -,       -
303101356,    -,           -,     -, 1,   -, -, 301.961229, 108104, 104932,1843363638,         -,         -,         -, 0, 133730,1.859668
303101373,   10,   36.000000,  -708, -, 935, 0,          -,      -,      -,         -, 10.946536, 12.500000, -1.000000, -,      -,       -
303101405,   74,   35.000000,  1367, -, 936, 0,          -,      -,      -,         -, 13.960804, 12.500000, 17.500000, -,      -,       -
303101460,    9,   36.000000, -1351, -, 937, 0,          -,      -,      -,         -, 12.738913, 12.500000, 53.500000, -,      -,       -
303101528,   56,   35.000000,  1015, -, 938, 0,          -,      -,      -,         -, 13.709427, 12.500000, 88.500000, -,      -,       -
303101557,    -,           -,     -, 1,   -, -, 300.969153, 103736, 106103,1843363638,         -,         -,         -, 0, 133730,1.859668
303101596,   67,   70.000000,  -182, -, 939, 0,          -,      -,      -,         -, 13.614107, 12.500000,158.500000, -,      -,       -
303101676,   68,   69.000000,  -103, -, 940, 2,          -,      -,      -,         -, 13.654815, 12.500000,  0.000000, -,      -,       -
303101676,    -,           -,     -, 2,   -, -, 299.748184, 112248,  95411,1843363638,         -,         -,         -, 0, 132656,1.923665
303101760,    -,           -,     -, 2,   -, -, 299.748184, 105680,  89828,1843363638,         -,         -,         -, 0, 131307,2.077565
303101773,   80,   69.000000,    51, -, 941, 2,          -,      -,      -,         -, 15.236225, 12.500000, 69.000000, -,      -,       -
303101819,   97,   69.000000,   -23, -, 942, 2,          -,      -,      -,         -, 19.653886, 12.500000,  0.000000, -,      -,       -
303101890,   47,   69.000000,    71, -, 943, 2,          -,      -,      -,         -, 15.984706, 12.500000, 69.000000, -,      -,       -
303101902,   70,   70.000000,  -148, -, 944, 2,          -,      -,      -,         -, 16.281387, 12.500000,  0.000000, -,      -,       -
303101963,    -,           -,     -, 2,   -, -, 299.748184, 101952,  86659,1843363638,         -,         -,         -, 0, 129839,2.273176
303101964,   12,   35.000000,  -697, -, 945, 2,          -,      -,      -,         -, 14.184198, 12.500000, 35.000000, -,      -,       -
303102029,   65,   72.000000,   955, -, 946, 0,          -,      -,      -,         -, 10.812322, 12.500000, -1.000000, -,      -,       -
303102107,   62,   36.000000,  -244, -, 947, 0,          -,      -,      -,         -, 15.496236, 12.500000, 18.000000, -,      -,       -
303102164,    -,           -,     -, 1,   -, -, 300.776232, 103568,  87659,1843363638,         -,         -,         -, 0, 129839,2.273176
303102171,   78,   69.000000,    47, -, 948, 0,          -,      -,      -,         -, 16.784408, 12.500000, 87.000000, -,      -,       -
303102192,   64,   69.000000,  -104, -, 949, 0,          -,      -,      -,         -, 16.180144, 12.500000,156.000000, -,      -,       -
303102239,   22,   36.000000,  -134, -, 950, 0,          -,      -,      -,         -, 14.209582, 12.500000,192.000000, -,      -,       -
303102325,   50,   72.000000,  -350, -, 951, 0,          -,      -,      -,         -, 11.468565, 12.500000, -1.000000, -,      -,       -
303102365,    -,           -,     -, 1,   -, -, 299.507008, 114296,  88659,1843363638,         -,         -,         -, 0, 129839,2.273176
303102388,  110,   36.000000,  1153, -, 952, 0,          -,      -,      -,         -, 20.437147, 12.500000, 18.000000, -,      -,       -
303102476,   61,   69.000000,  -250, -, 953, 0,          -,      -,      -,         -, 19.695344, 12.500000, 87.000000, -,      -,       -
303102497,   62,   70.000000,   -37, -, 954, 0,          -,      -,      -,         -, 18.472599, 12.500000,157.000000, -,      -,       -
303102531,   21,   35.000000, -1035, -, 955, 2,          -,      -,      -,         -, 18.573629, 12.500000,  0.000000, -,      -,       -
303102531,    -,           -,     -, 2,   -, -, 302.545826, 108864,  88659,1843363638,         -,         -,         -, 0, 128790,2.313671
303102570,    -,           -,     -, 2,   -, -, 302.545826, 113640,  88659,1843363638,         -,         -,         -, 0, 128033,2.278890
303102608,   54,   36.000000,  1070, -, 956, 2,          -,      -,      -,         -, 18.923858, 12.500000, 36.000000, -,      -,       -
303102681,   58,   70.000000,   -58, -, 957, 2,          -,      -,      -,         -, 17.126829, 12.500000,106.000000, -,      -,       -
303102747,   72,   69.000000,  -343, -, 958, 2,          -,      -,      -,         -, 18.341087, 12.500000,  0.000000, -,      -,       -
303102772,    -,           -,     -, 2,   -, -, 302.545826, 120584,  88659,1843363638,         -,         -,         -, 0, 127660,2.184560
303102820,   66,   70.000000,   -64, -, 959, 2,          -,      -,      -,         -, 17.806492, 12.500000, 70.000000, -,      -,       -
303102831,   74,   69.000000,   -45, -, 960, 2,          -,      -,      -,         -, 18.662309, 12.500000,  0.000000, -,      -,       -
303102897,   11,   36.000000,  -534, -, 961, 2,          -,      -,      -,         -, 15.854278, 12.500000, 36.000000, -,      -,       -
303102926,   66,   36.000000,   811, -, 962, 2,          -,      -,      -,         -, 18.762644, 12.500000, 72.000000, -,      -,       -
303102972,   28,   36.000000,  -846, -, 963, 2,          -,      -,      -,         -, 19.393870, 12.500000,  0.000000, -,      -,       -
303102972,    -,           -,     -, 2,   -, -, 302.545826, 112824,  88659,1843363638,         -,         -,         -, 0, 126918,2.153596
303102973,    -,           -,     -, 2,   -, -, 302.545826, 112824,  88659,1843363638,         -,         -,         -, 0, 126214,2.116945
303103038,   46,   36.000000,   891, -, 964, 2,          -,      -,      -,         -, 18.878051, 12.500000, 36.000000, -,      -,       -
303103106,   67,   70.000000,   -20, -, 965, 2,          -,      -,      -,         -, 18.385928, 12.500000,106.000000, -,      -,       -
303103173,    -,           -,     -, 2,   -, -, 302.545826, 106352,  88659,1843363638,         -,         -,         -, 0, 125221,2.153262
303103199,   67,   69.000000,  -290, -, 966, 2,          -,      -,      -,         -, 18.695875, 12.500000,  0.000000, -,      -,       -
303103250,   94,   70.000000,   -75, -, 967, 2,          -,      -,      -,         -, 22.761792, 12.500000, 70.000000, -,      -,       -
303103264,   51,   69.000000,    70, -, 968, 2,          -,      -,      -,         -, 19.583753, 12.500000,139.000000, -,      -,       -
303103328,   14,   36.000000,  -493, -, 969, 2,          -,      -,      -,         -, 17.067280, 12.500000,175.000000, -,      -,       -
303103374,    -,           -,     -, 2,   -, -, 302.545826, 108064,  88659,1843363638,         -,         -,         -, 0, 124363,2.152408
303103396,   64,   36.000000,   889, -, 970, 2,          -,      -,      -,         -, 19.554682, 12.500000,  0.000000, -,      -,       -
303103465,   68,   70.000000,  -601, -, 971, 2,          -,      -,      -,         -, 20.618015, 12.500000, 70.000000, -,      -,       -
303103544,   69,   70.000000,    38, -, 972, 2,          -,      -,      -,         -, 20.302244, 12.500000,140.000000, -,      -,       -
303103551,   79,   69.000000,    45, -, 973, 2,          -,      -,      -,         -, 21.820552, 12.500000,  0.000000, -,      -,       -
303103575,    -,           -,     -, 2,   -, -, 302.545826,  92688,  78785,1843363638,         -,         -,         -, 0, 122779,2.413535
303103604,    6,   36.000000,  -397, -, 974, 2,          -,      -,      -,         -, 17.679836, 12.500000, 36.000000, -,      -,       -
303103682,   53,   36.000000,   675, -, 975, 2,          -,      -,      -,         -, 18.859262, 12.500000, 72.000000, -,      -,       -
303103755,   79,   70.000000,  -205, -, 976, 2,          -,      -,      -,         -, 20.835696, 12.500000,  0.000000, -,      -,       -
303103776,    -,           -,     -, 2,   -, -, 302.545826,  88704,  75398,1843363638,         -,         -,         -, 0, 121075,2.500000
303103821,   73,  392.000000,    29, -, 977, 1,          -,      -,      -,         -,-33.319166, 12.500000, -1.000000, -,      -,       -
303103892,   66,   65.000000,    26, -, 978, 1,          -,      -,      -,         -,-33.119780, 12.500000, -1.000000, -,      -,       -
303103974,   85,   72.000000,   212, -, 979, 1,          -,      -,      -,         -,-31.329030, 12.500000, -1.000000, -,      -,       -
303103977,    -,           -,     -, 0,   -, -, 302.545826,  87120,  75398,1843363638,         -,         -,         -, 0, 121075,2.500000
303104048,   68,   38.000000,   201, -, 980, 1,          -,      -,      -,         -,-26.566575, 12.500000, -1.000000, -,      -,       -
303104059,   73,   70.000000,  -206, -, 981, 1,          -,      -,      -,         -,-25.448184, 12.500000, -1.000000, -,      -,       -
303104127,   12,   32.000000,  -783, -, 982, 1,          -,      -,      -,         -,-26.897298, 12.500000, -1.000000, -,      -,       -
303104177,    -,           -,     -, 0,   -, -, 302.545826,  90848,  75398,1843363638,         -,         -,         -, 0, 121075,2.500000
303104185,   67,   37.000000,  1003, -, 983, 1,          -,      -,      -,         -,-24.100694, 12.500000, -1.000000, -,      -,       -
303104259,   58,   69.000000,  -329, -, 984, 1,          -,      -,      -,         -,-25.134086, 12.500000, -1.000000, -,      -,       -
303104274,   74,   69.000000,   -56, -, 985, 1,          -,      -,      -,         -,-24.032620, 12.500000, -1.000000, -,      -,       -
303104334,   15,   33.000000,  -588, -, 986, 1,          -,      -,      -,         -,-25.653288, 12.500000, -1.000000, -,      -,       -
303104386,   93,   36.000000,  1425, -, 987, 1,          -,      -,      -,         -,-19.100643, 12.500000, -1.000000, -,      -,       -
303104386,    -,           -,     -, 0,   -, -, 302.545826,  99520,  75398,1843363638,         -,         -,         -, 0, 121075,2.500000
303104396,   17,   33.000000, -1155, -, 988, 1,          -,      -,      -,         -,-18.906949, 12.500000, -1.000000, -,      -,       -
303104472,   12,   35.000000,   254, -, 989, 1,          -,      -,      -,         -,-23.691038, 12.500000, -1.000000, -,      -,       -
303104545,   77,   69.000000,   131, -, 990, 1,          -,      -,      -,         -,-22.515155, 12.500000, -1.000000, -,      -,       -
303104559,   71,   70.000000,  -185, -, 991, 1,          -,      -,      -,         -,-21.773737, 12.500000, -1.000000, -,      -,       -
303104589,    -,           -,     -, 0,   -, -, 302.545826, 103752,  75398,1843363638,         -,         -,         -, 0, 121075,2.500000
303104611,   15,   33.000000,  -443, -, 992, 1,          -,      -,      -,         -,-23.839127, 12.500000, -1.000000, -,      -,       -
303104626,   52,   36.000000,   612, -, 993, 1,          -,      -,      -,         -,-22.456172, 12.500000, -1.000000, -,      -,       -
303104694,   15,   33.000000,  -648, -, 994, 1,          -,      -,      -,         -,-23.980946, 12.500000, -1.000000, -,      -,       -
303104758,   68,   36.000000,   720, -, 995, 1,          -,      -,      -,         -,-19.916118, 12.500000, -1.000000, -,      -,       -
303104767,   64,   69.000000,  -489, -, 996, 1,          -,      -,      -,         -,-19.461777, 12.500000, -1.000000, -,      -,       -
303104792,    -,           -,     -, 0,   -, -, 302.545826, 106320,  75398,1843363638,         -,         -,         -, 0, 121075,2.500000
303104822,   10,   34.000000,   -57, -, 997, 1,          -,      -,      -,         -,-23.764770, 12.500000, -1.000000, -,      -,       -
303104907,   54,   35.000000,   349, -, 998, 1,          -,      -,      -,         -,-21.071577, 12.500000, -1.000000, -,      -,       -
303104923,   85,   69.000000,   199, -, 999, 1,          -,      -,      -,         -,-18.520281, 12.500000, -1.000000, -,      -,       -
303104976,   16,   34.000000,  -690, -,1000, 1,          -,      -,      -,         -,-19.984936, 12.500000, -1.000000, -,      -,       -
303104994,    -,           -,     -, 0,   -, -, 302.545826, 107016,  75398,1843363638,         -,         -,         -, 0, 121075,2.500000
303105055,   53,   35.000000,   927, -,1000, 1,          -,      -,      -,         -,-19.057271, 12.500000, -1.000000, -,      -,       -
303105079,   79,   69.000000,   -10, -,1000, 1,          -,      -,      -,         -,-17.045757, 12.500000, -1.000000, -,      -,       -
303105125,   24,   34.000000,  -946, -,1000, 1,          -,      -,      -,         -,-16.264951, 12.500000, -1.000000, -,      -,       -
303105190,   46,   36.000000,   810, -,1000, 1,          -,      -,      -,         -,-16.557667, 12.500000, -1.000000, -,      -,       -
303105196,    -,           -,     -, 0,   -, -, 302.545826, 108536,  75398,1843363638,         -,         -,         -, 0, 121075,2.500000
303105270,   65,   68.000000,   -12, -,1000, 1,          -,      -,      -,         -,-17.054629, 12.500000, -1.000000, -,      -,       -
303105329,   80,   69.000000,   129, -,1000, 1,          -,      -,      -,         -,-15.224567, 12.500000, -1.000000, -,      -,       -
303105372,   83,   68.000000,   283, -,1000, 1,          -,      -,      -,         -,-13.040594, 12.500000, -1.000000, -,      -,       -
303105397,    -,           -,     -, 0,   -, -, 302.545826, 100672,  75398,1843363638,         -,         -,         -, 0, 121075,2.500000
303105399,   19,   35.000000, -1205, -,1000, 1,          -,      -,      -,         -,-12.699510, 12.500000, -1.000000, -,      -,       -
303105428,   27,   35.000000,   596, -,1000, 1,          -,      -,      -,         -,-15.974451, 12.500000, -1.000000, -,      -,       -
303105487,   29,   34.000000,  -385, -,1000, 1,          -,      -,      -,         -,-15.803985, 12.500000, -1.000000, -,      -,       -
303105537,   59,   35.000000,   336, -,1000, 0,          -,      -,      -,         -,-11.924726, 12.500000, -1.000000, -,      -,       -
303105552,   50,   69.000000,   -37, -,1000, 1,          -,      -,      -,         -,-15.569417, 12.500000, -1.000000, -,      -,       -
303105600,    -,           -,     -, 0,   -, -, 302.674714, 109040,  75398,1843363638,         -,         -,         -, 0, 121075,2.500000
303105610,   15,   34.000000,  -471, -,1000, 1,          -,      -,      -,         -,-17.937478, 12.500000, -1.000000, -,      -,       -
303105688,   58,   35.000000,   675, -,1000, 1,          -,      -,      -,         -,-15.257442, 12.500000, -1.000000, -,      -,       -
303105755,   78,   69.000000,   -74, -,1000, 1,          -,      -,      -,         -,-13.189972, 12.500000, -1.000000, -,      -,       -
303105802,    -,           -,     -, 0,   -, -, 302.674714, 108000,  75398,1843363638,         -,         -,         -, 0, 121075,2.500000
303105827,   67,   68.000000,   -93, -,1000, 1,          -,      -,      -,         -,-13.074692, 12.500000, -1.000000, -,      -,       -
303105890,   72,   69.000000,    13, -,1000, 0,          -,      -,      -,         -,-12.459399, 12.500000, -1.000000, -,      -,       -
303105965,   63,   68.000000,  -129, -,1000, 1,          -,      -,      -,         -,-13.051606, 12.500000, -1.000000, -,      -,       -
303105986,   76,   69.000000,     9, -,1000, 0,          -,      -,      -,         -,-11.616325, 12.500000, -1.000000, -,      -,       -
303106002,    -,           -,     -, 1,   -, -, 302.122355, 102088,  76398,1843363638,         -,         -,         -, 0, 121075,2.500000
303106044,   21,   35.000000,  -406, -,1000, 1,          -,      -,      -,         -,-13.215298, 12.500000, -1.000000, -,      -,       -
303106106,   57,   35.000000,   546, -,1000, 0,          -,      -,      -,         -,-10.331892, 12.500000, -1.000000, -,      -,       -
303106127,   63,   68.000000,   -63, -,1000, 0,          -,      -,      -,         -,-11.120962, 12.500000, -1.000000, -,      -,       -
303106188,   20,   35.000000,  -469, -,1000, 1,          -,      -,      -,         -,-12.731627, 12.500000, -1.000000, -,      -,       -
303106203,    -,           -,     -, 0,   -, -, 300.732204,  96584,  76398,1843363638,         -,         -,         -, 0, 121075,2.500000
303106204,   62,   35.000000,   653, -,1000, 0,          -,      -,      -,         -, -9.169391, 12.500000, -1.000000, -,      -,       -
303106259,   15,   35.000000,  -617, -,1000, 0,          -,      -,      -,         -,-11.351124, 12.500000, -1.000000, -,      -,       -
303106335,   55,   35.000000,   700, -,1000, 0,          -,      -,      -,         -, -9.344598, 12.500000, -1.000000, -,      -,       -
303106365,   76,   69.000000,   154, -,1000, 0,          -,      -,      -,         -, -8.359395, 12.500000, -1.000000, -,      -,       -
303106404,    -,           -,     -, 1,   -, -, 299.456923,  90160,  77398,1843363638,         -,         -,         -, 0, 121075,2.500000
303106411,   31,   34.000000,  -824, -,1000, 0,          -,      -,      -,         -, -6.530236, 12.500000, -1.000000, -,      -,       -
303106462,   69,   36.000000,  1329, -,1000, 0,          -,      -,      -,         -, -3.777195, 12.500000, -1.000000, -,      -,       -
303106477,   28,   34.000000, -1458, -,1000, 0,          -,      -,      -,         -, -0.725391, 12.500000, -1.000000, -,      -,       -
303106502,   14,   35.000000,   884, -,1000, 0,          -,      -,      -,         -, -7.431129, 12.500000, -1.000000, -,      -,       -
